Unique_trajectory,Elev,Vinit,Vavg,Vel_diff,Duration,Deceleration ,HtBeg,HtEnd,AtmDensBeg,AtmDensPeak,AtmDensEnd,TrailLength,EnergyRecBeg,EnergyRecPeak,EnergyRecEnd,ZenithAngle,AbsMag,F,Mass_kg,Kb,IAU_code
20231013081144_czgbd,66.21372,27.65051,26.83438,0.81613,0.39,2.092641026,100.62,91.294,5.44E-07,1.93E-06,2.77E-06,10.4654082,1.277163547,4.448431894,6.350481271,23.78628,0.34,0.762,5.66E-05,6.758989474,  ...
20231013081503_fGI2z,61.69956,29.71496,29.59283,0.12213,0.44,0.277568182,99.4882,88.0043,6.73E-07,2.45E-06,4.68E-06,13.0208452,1.867723797,7.048730641,14.01635203,28.30044,1.62,0.646,2.75E-05,6.93827801,  ...
20231013081528_sc0zu,33.89165,63.41549,62.28234,1.13315,0.2,5.66575,111.1001,104.3469,7.43E-08,1.60E-07,2.59E-07,12.456468,2.137371697,3.77128144,5.481533017,56.10835,-0.72,0.631,2.00E-05,6.903322111,  ...
20231013081639_HV3qL,53.92396,19.82677,19.5954,0.23137,0.24,0.964041667,82.1247,78.3922,1.20E-05,1.61E-05,2.15E-05,4.702896,18.03601368,24.12718778,32.0309258,36.07604,0.36,0.504,8.96E-05,7.766846278,  ...
20231013081719_qkp3N,32.0538,14.72852,13.94911,0.77941,1.43,0.545041958,80.2607,69.9469,1.60E-05,4.86E-05,7.66E-05,19.9472273,20.42092519,60.33693039,91.97686132,57.9462,1.14,0.699,0.000573,7.661888004,  ...
20231013081853_BtcjX,41.20012,62.92971,61.3769,1.55281,0.21,7.394333333,105.1588,96.6836,2.23E-07,3.99E-07,1.12E-06,12.889149,4.185192233,6.718914519,17.65382464,48.79988,0.97,0.351,4.28E-06,7.335352432,  ...
20231013082043_tJozx,28.79558,72.88731,72.05623,0.83108,0.42,1.978761905,113.1027,99.9807,5.49E-08,2.55E-07,6.14E-07,30.2636166,2.607367735,8.523730711,18.44097449,61.20442,-1.5,0.654,7.40E-05,6.954847954,  ...
20231013082054_UI2dv,28.75509,51.65065,49.94872,1.70193,0.2,8.50965,107.5674,102.8484,1.40E-07,2.37E-07,3.48E-07,9.989744,2.652689376,3.922984048,5.256592429,61.24491,0.05,0.585,1.85E-05,6.986208984,  ...
20231013082149_cMHr4,38.88956,37.76472,37.24765,0.51707,0.43,1.202488372,99.8161,90.641,6.30E-07,1.94E-06,3.10E-06,16.0164895,3.952777134,12.26568404,19.94704153,51.11044,0.88,0.689,2.82E-05,7.242944076,  ...
20231013082314_2q2lH,37.65607,17.40692,16.64691,0.76001,0.4,1.900025,81.8248,77.6495,1.24E-05,1.65E-05,2.39E-05,6.658764,19.20094612,24.56416816,34.16710347,52.34393,1.4,0.435,9.56E-05,7.703415814,  ...
20231013082358_WTJMs,44.9123,66.99106,63.03585,3.95521,0.26,15.21234615,111.4013,100.2853,7.06E-08,3.46E-07,5.75E-07,16.389321,1.811273097,6.037649586,8.976381219,45.0877,-1.09,0.766,4.14E-05,6.889461209,  ...
20231013082834_3lMS5,42.82688,69.80082,67.66463,2.13619,0.24,8.900791667,112.7245,102.544,5.75E-08,1.71E-07,3.73E-07,16.2395112,1.754424543,3.897486686,7.267310544,47.17312,0.36,0.606,8.52E-06,6.853102624,  EGE
20231013082904_2Swoe,42.61649,67.29984,65.84462,1.45522,0.28,5.197214286,114.2787,101.4974,4.48E-08,1.47E-07,4.56E-07,18.4364936,1.367401464,3.259640633,8.261876315,47.38351,-0.17,0.545,1.64E-05,6.705560307,  ORI
20231013083017_9g3RH,78.66166,43.24121,42.74887,0.49234,0.2,2.4617,96.6112,87.9275,1.14E-06,3.61E-06,4.77E-06,8.549774,5.945079524,20.0612316,26.663784,11.33834,0.01,0.798,3.44E-05,7.549856964,  OCH
20231013083207_f3Ab3,35.10107,58.47236,58.688,-0.21564,0.28,-0.770142857,109.9876,100.7755,8.98E-08,1.79E-07,5.23E-07,16.43264,2.027147754,3.468606195,8.730936377,54.89893,0.81,0.406,8.30E-06,6.890948979,  ...
20231013083431_Cjyw3,64.18484,30.22917,29.36685,0.86232,0.56,1.539857143,97.569,82.9133,9.60E-07,8.02E-06,1.04E-05,16.445436,2.672839143,24.37690697,31.08226707,25.81516,0.58,0.885,7.04E-05,7.105990466,  STA
20231013083546_6RZd4,65.18,29.72972,29.43668,0.29304,0.55,0.5328,98.1907,83.2849,8.57E-07,4.65E-06,9.84E-06,16.190174,2.289174468,13.50779927,29.16871256,24.82,1.69,0.681,3.07E-05,7.037078351,  STA
20231013083653_lq3d0,64.73397,30.85526,30.79637,0.05889,0.73,0.080671233,101.0289,82.0614,4.99E-07,3.62E-06,1.20E-05,22.4813501,1.472320537,11.21742317,39.19981451,25.26603,1,0.599,6.95E-05,6.842862082,  STA
20231013084112_36386,42.05025,64.48702,62.36566,2.12136,0.24,8.839,114.1988,104.1173,4.53E-08,6.59E-08,2.73E-07,14.9677584,1.280475623,1.626194336,4.782309269,47.94975,0.39,0.233,1.07E-05,6.66664758,  ORI
20231013084128_Dwu3R,47.17254,18.38535,17.21839,1.16696,0.48,2.431166667,77.621,71.8497,2.43E-05,3.53E-05,5.83E-05,8.2648272,35.24793617,48.38920432,76.2536516,42.82746,0.56,0.419,0.000221,8.014278562,  ...
20231013084156_pig2c,65.06059,29.89714,29.2611,0.63604,0.6,1.060066667,97.0768,81.1503,1.05E-06,4.36E-06,1.40E-05,17.55666,2.806888639,12.51038102,41.15004464,24.93941,1.22,0.537,4.55E-05,7.129601067,  STA
20231013084225_Z2jQn,62.89422,30.59044,30.3789,0.21154,1.32,0.160257576,99.3233,65.1537,6.93E-07,3.78E-05,0.00014909,40.100148,2.001488016,125.9048227,526.7258671,27.10578,-1.31,0.722,0.00112,6.979812341,  STA
20231013084241_d6273,26.75626,67.84912,66.71316,1.13596,0.21,5.409333333,113.1539,106.8734,5.37E-08,1.03E-07,1.61E-07,14.0097636,2.382706543,3.799657995,5.29587257,63.24374,0.32,0.613,9.87E-06,6.882475752,  SOR
20231013084508_5jygi,31.73774,13.87822,13.32471,0.55351,2.96,0.186996622,81.731,61.6734,1.26E-05,8.16E-05,0.000238495,39.4411416,14.35563597,94.72537096,282.3860434,58.26226,0.09,0.615,0.00169,7.494068243,  ...
20231013084600_x0ZY2,43.56288,70.80286,67.99394,2.80892,0.24,11.70383333,110.3556,100.5885,8.54E-08,1.87E-07,5.46E-07,16.3185456,2.385555806,4.214266863,10.2144492,46.43712,-1.3,0.437,4.46E-05,7.037189317,  EGE
20231013084603_21og6,33.74629,68.33618,66.53687,1.79931,0.24,7.497125,112.3316,103.3452,6.00E-08,1.82E-07,3.14E-07,15.9688488,2.12794624,4.821281729,7.370195562,56.25371,-1.31,0.69,3.49E-05,6.892340395,  ...
20231013085316_kmwmi,67.4507,58.8777,58.43712,0.44058,0.31,1.421225806,103.8977,87.0326,2.82E-07,4.68E-06,5.51E-06,18.1155072,3.17374288,52.0809004,61.50620434,22.5493,-0.88,0.938,5.35E-05,7.292824622,  ...
20231013085427_k0yC4,38.49206,57.90603,56.09825,1.80778,0.24,7.532416667,109.9431,101.8963,8.93E-08,2.44E-07,4.16E-07,13.46358,1.829456073,3.894339336,5.978827374,51.50794,0.17,0.663,1.57E-05,6.860711025,  ...
20231013085841_fE8Kk,18.22247,32.06311,31.8459,0.21721,1.19,0.182529412,103.4064,91.9902,3.13E-07,1.13E-06,2.49E-06,37.896621,3.037505049,10.09576107,23.16685534,71.77753,1.63,0.591,5.34E-05,6.91260396,  ...
20231013090025_IhKTa,62.27306,59.82536,60.16139,-0.33603,0.29,-1.158724138,106.6002,91.4605,1.65E-07,1.45E-06,2.74E-06,17.4468031,2.199051478,16.13694646,31.95982118,27.72694,-1.49,0.75,6.00E-05,7.086073131,  ATI
20231013090332_zSR43,58.66739,53.87083,52.94877,0.92206,0.25,3.68824,106.5413,95.4648,1.67E-07,5.01E-07,1.39E-06,13.2371925,1.864890773,4.666040571,12.50322638,31.33261,-1.02,0.505,5.20E-05,6.985054534,  ...
20231013090334_NsW3D,17.55944,67.85587,68.47541,-0.61954,0.39,-1.588564103,114.0214,106.16,4.62E-08,6.58E-08,1.82E-07,26.7054099,3.201203211,4.171941047,9.172424693,72.44056,0.5,0.281,1.10E-05,6.903511359,  ...
20231013091521_Ft08K,43.13285,69.74329,65.90339,3.8399,0.22,17.45409091,109.7998,100.9148,9.36E-08,2.62E-07,5.11E-07,14.4987458,2.499598772,5.346930336,9.096839126,46.86715,-1.36,0.615,4.84E-05,7.062491905,  ...
20231013091632_w2CCq,44.1935,66.97208,65.67271,1.29937,0.28,4.640607143,117.1434,104.5585,2.90E-08,6.77E-08,2.47E-07,18.3883588,0.978388855,1.748164645,4.683383902,45.8065,1.15,0.441,4.30E-06,6.505077073,  NUE
20231013091714_EuAeD,15.62223,59.14122,59.52161,-0.38039,0.26,-1.463038462,110.6527,106.4668,7.92E-08,1.06E-07,1.70E-07,15.4756186,4.03593575,5.062019329,7.345342249,74.37777,0.59,0.397,6.51E-06,7.013272837,  ...
20231013091944_EGPtP,26.32989,68.04871,67.59847,0.45024,0.44,1.023272727,112.4589,100.5053,5.77E-08,1.37E-07,5.43E-07,29.7433268,2.578237176,4.889377403,15.48970823,63.67011,-1.69,0.413,0.000105,6.919750444,  ...
20231013092210_cptpi,69.49563,60.12901,59.08717,1.04184,0.25,4.16736,110.8263,97.0844,7.70E-08,4.25E-07,1.04E-06,14.7717925,1.176930864,4.586381394,10.57354985,20.50437,-1.83,0.657,8.32E-05,6.748369377,  ...
20231013092333_GoUln,51.19445,26.27568,26.084,0.19168,0.59,0.324881356,89.4706,78.3106,3.75E-06,1.49E-05,2.17E-05,15.38956,9.772452391,40.78582645,59.7503523,38.80555,1.15,0.781,6.60E-05,7.577016294,  ...
20231013092456_zS57h,29.58858,70.48119,69.79797,0.68322,0.41,1.666390244,102.3709,88.2762,3.80E-07,1.83E-06,4.55E-06,28.6171677,11.01986727,50.84303419,133.3407083,60.41142,0.14,0.603,1.73E-05,7.753374932,  ...
20231013092626_hN2mN,10.82214,67.43158,65.62995,1.80163,1.39,1.296136691,119.0585,102.4523,2.24E-08,2.47E-07,3.74E-07,91.2256305,3.09997463,17.85355972,24.75506459,79.17786,-0.96,0.873,0.000123,6.686247587,  ...
20231013092738_Ydr4w,50.97264,31.29206,30.97216,0.3199,0.64,0.49984375,95.4468,81.3123,1.39E-06,3.65E-06,1.37E-05,19.8221824,4.828316789,13.33422037,52.57635392,39.02736,1.07,0.41,4.02E-05,7.337947921,  ...
20231013092843_pFHcd,64.33684,54.83771,53.10496,1.73275,0.22,7.876136364,104.4507,94.3135,2.53E-07,7.24E-07,1.70E-06,11.6830912,2.571818021,6.412698479,14.74175533,25.66316,1.04,0.533,7.06E-06,7.172673076,  ...
20231013092847_FedwL,53.75552,67.67182,66.48193,1.18989,0.47,2.531680851,115.0049,91.8737,3.94E-08,1.13E-06,2.55E-06,31.2465071,1.071795456,17.22203289,39.83834826,36.24448,-2.5,0.794,0.000257,6.618403561,  ORI
20231013093011_dDTJT,15.32699,70.56282,69.4849,1.07792,0.69,1.562202899,113.4159,101.0282,4.98E-08,2.12E-07,4.92E-07,47.944581,4.184559158,12.36210018,25.10948464,74.67301,-1.34,0.656,0.000101,7.007560325,  ...
20231013093013_qXD1l,33.61402,15.76797,15.15651,0.61146,0.28,2.183785714,79.7662,77.5444,1.73E-05,2.04E-05,2.44E-05,4.2438228,24.39508402,27.6962364,32.0618393,56.38598,0.79,0.47,0.000103,7.76165286,  ...
20231013093045_Qtz6i,61.27107,60.5216,57.99728,2.52432,0.28,9.015428571,106.2896,94.6642,1.76E-07,6.04E-07,1.60E-06,16.2392384,2.394903315,6.679426456,16.91275979,28.72893,0.63,0.543,1.02E-05,7.128352102,  ...
20231013093059_ssVh4,44.77603,18.90327,18.46492,0.43835,0.28,1.565535714,80.7771,77.5106,1.49E-05,1.81E-05,2.48E-05,5.1701776,23.5518362,28.04883897,37.81416607,45.22397,-0.19,0.379,0.000173,7.840817597,  ...
20231013093305_FfhBl,28.03325,39.57452,38.75053,0.82399,0.85,0.9694,105.3266,89.8486,2.14E-07,9.13E-07,3.52E-06,32.9379505,2.245895467,8.154249813,33.01899624,61.96675,-0.06,0.486,0.000156,6.888371857,  ...
20231013093332_qv0eP,54.49531,66.4281,65.7883,0.6398,0.36,1.777222222,112.3081,95.1581,5.96E-08,1.41E-07,1.47E-06,23.683788,1.370591984,2.586773301,21.40180418,35.50469,-1.81,0.285,8.23E-05,6.775799048,  ...
20231013093348_vq5Js,38.10682,64.86864,63.55419,1.31445,0.39,3.370384615,111.5418,96.3183,6.86E-08,3.92E-07,1.20E-06,24.7861341,1.906845057,7.515877775,21.46609789,51.89318,-1.82,0.611,0.000134,6.871048543,  ...
20231013093854_DCT4c,59.90702,29.55883,28.6928,0.86603,0.65,1.332353846,98.0736,81.9314,8.70E-07,4.01E-06,1.23E-05,18.65032,2.399862786,11.6132691,36.49678691,30.09298,0.57,0.559,9.85E-05,7.047512915,  STA
20231013094006_v26cu,26.30667,71.88559,71.93072,-0.04513,0.69,-0.065405797,118.6331,100.8598,2.36E-08,1.63E-07,5.09E-07,49.6321968,1.545815771,6.301342338,16.58436593,63.69333,-1.76,0.673,0.000122,6.59107062,  ...
20231013094133_MYf2k,60.51455,32.17027,31.60685,0.56342,0.65,0.8668,99.0293,82.3235,7.25E-07,5.98E-06,1.17E-05,20.5444525,2.360296677,21.02145274,41.54034821,29.48545,0.62,0.745,7.22E-05,7.058935263,  SOA
20231013094229_eb3TG,51.1494,66.26344,65.52165,0.74179,0.21,3.532333333,109.2882,99.209,1.02E-07,1.76E-07,7.03E-07,13.7595465,2.116467049,3.204086634,10.66122663,38.8506,-1.26,0.293,3.24E-05,7.015033238,  ...
20231013094344_R4uXZ,42.19175,66.76863,68.66148,-1.89285,0.28,-6.760178571,117.145,104.0459,2.91E-08,6.83E-08,2.74E-07,19.2252144,1.015611615,1.907100412,5.80445739,47.80825,0.07,0.426,1.35E-05,6.511300815,  ...
20231013094645_f7f5H,58.23118,68.33471,66.40313,1.93158,0.24,8.04825,113.2993,99.9213,5.09E-08,1.24E-07,6.07E-07,15.9367512,1.247382246,2.342570715,8.695313761,31.76882,-1.73,0.389,5.49E-05,6.728582176,  ...
20231013094736_Xp3PW,24.3335,67.18125,66.7003,0.48095,0.4,1.202375,113.3347,102.0181,5.11E-08,1.67E-07,4.06E-07,26.68012,2.489009645,6.011151748,12.56905882,65.6665,0.01,0.598,1.42E-05,6.868838502,  ...
20231013094801_jkkgO,43.14796,67.15089,65.21584,1.93505,0.2,9.67525,102.6977,93.5807,3.58E-07,7.34E-07,1.91E-06,13.043168,6.881171523,12.93159699,33.45015217,46.85204,0.01,0.407,1.27E-05,7.604181519,  ...
20231013094837_cmmMV,68.37948,25.65582,25.45558,0.20024,0.88,0.227545455,98.129,78.2255,8.58E-07,1.02E-05,2.20E-05,22.4009104,1.663875312,22.1426738,48.41822231,21.62052,0.49,0.752,0.000178,6.87239029,  ...
20231013094906_OFRth,57.00761,29.86757,30.11177,-0.2442,0.44,-0.555,98.3917,87.1269,8.14E-07,2.48E-06,5.50E-06,13.2491788,2.369385792,7.530040757,17.75309992,32.99239,2.04,0.562,1.89E-05,7.036960421,  STA
20231013095215_LEI1L,55.51417,67.50346,65.70988,1.79358,0.33,5.435090909,111.6207,95.0747,6.77E-08,5.33E-07,1.48E-06,21.6842604,1.540372299,8.023007862,21.45151755,34.48583,-1.57,0.664,6.77E-05,6.846147693,  ORI
20231013095307_3pMlh,48.12112,30.8421,30.1263,0.7158,0.76,0.941842105,101.029,85.8279,4.90E-07,4.36E-06,6.81E-06,22.895988,1.756787586,15.97045378,24.94850725,41.87888,-0.17,0.817,0.000199,6.876691386,  ...
20231013095512_SMNkf,50.68701,72.30947,69.62504,2.68443,0.32,8.38884375,115.419,97.9852,3.71E-08,2.88E-07,8.78E-07,22.2800128,1.228840594,5.626777034,15.0201968,39.31299,-1.93,0.67,8.00E-05,6.672709561,  ...
20231013095535_9BcLa,50.42386,60.50782,59.55359,0.95423,0.55,1.734963636,113.6428,90.1355,4.87E-08,2.11E-06,3.38E-06,32.7544745,1.043839448,27.73350062,45.22645091,39.57614,-2.64,0.878,0.000393,6.59864628,  ACL
20231013095902_2uLIk,38.45841,59.22674,59.55828,-0.33154,0.2,-1.6577,109.4328,101.6048,9.79E-08,2.46E-07,4.38E-07,11.911656,2.063874452,4.287704141,7.099204159,51.54159,-0.24,0.624,1.84E-05,6.925367851,  ...
20231013095946_tQlqK,32.00202,64.10648,62.98585,1.12063,0.35,3.2018,108.1776,97.6874,1.24E-07,3.82E-07,9.25E-07,22.0450475,3.400670909,8.435851138,18.96610187,57.99798,-0.48,0.56,3.72E-05,7.147556732,  ...
20231013100115_65HlT,50.14319,65.41128,64.65044,0.76084,0.24,3.170166667,113.5072,101.3106,4.97E-08,1.85E-07,4.64E-07,15.5161056,1.247645435,3.310192509,7.154647625,39.85681,-0.47,0.614,2.23E-05,6.692890791,  ...
20231013100524_t2A9n,51.3029,62.45875,63.83786,-1.37911,0.24,-5.746291667,108.8032,96.1969,1.11E-07,3.17E-07,1.22E-06,15.3210864,2.015965525,4.811297232,17.46925396,38.6971,-0.48,0.437,1.98E-05,6.989125635,  ...
20231013100712_XI1yL,53.6281,65.81065,65.32466,0.48599,0.36,1.349972222,110.8702,94.5013,7.62E-08,6.45E-07,1.64E-06,23.5168776,1.641840075,9.518874988,23.90882069,36.3719,-1.34,0.69,4.55E-05,6.874704121,  ...
20231013100953_MOGQU,47.73563,35.11069,35.27021,-0.15952,0.47,-0.339404255,102.233,89.8808,3.88E-07,1.86E-06,3.52E-06,16.5769987,1.874400552,8.668731755,17.22375558,42.26437,1.09,0.686,2.66E-05,6.918128444,  ...
20231013101408_LsjXc,60.95266,70.95045,69.21925,1.7312,0.4,4.328,115.1976,93.4264,3.84E-08,7.06E-07,1.97E-06,27.6877,1.083589467,10.92516831,29.93323146,29.04734,-3.26,0.74,0.000273,6.640559983,  ...
20231013101651_McXRq,70.2066,67.58767,66.89202,0.69565,0.45,1.545888889,115.0638,87.4019,3.91E-08,7.11E-07,5.30E-06,30.101409,0.919878232,9.395608475,74.6459321,19.7934,-1.99,0.578,0.000136,6.580174916,  FAR
20231013101651_zF38D,60.23518,67.1264,65.23811,1.88829,0.3,6.2943,111.29,98.0612,7.18E-08,3.89E-07,8.63E-07,19.571433,1.51658004,5.686402344,11.61825852,29.76482,-1.43,0.685,5.09E-05,6.854074309,  ORI
20231013101726_7cbQM,57.66696,31.60811,30.10811,1.5,0.52,2.884615385,96.6083,83.7958,1.12E-06,5.39E-06,9.46E-06,15.6562172,3.62657852,17.96436662,30.85141851,32.33304,-0.51,0.725,0.000183,7.237152997,  SOA
20231013101729_HWXiw,18.62302,14.05534,13.84837,0.20697,1.87,0.110679144,80.5654,72.8026,1.55E-05,3.26E-05,5.02E-05,25.8964519,29.81122678,63.4996826,97.9210813,71.37698,-0.11,0.627,0.00202,7.707090908,  ...
20231013101833_pGUFU,59.30993,64.36631,61.56169,2.80462,0.28,10.0165,110.4118,95.6718,8.29E-08,3.15E-07,1.33E-06,17.2372732,1.567154403,4.323053298,16.08645106,30.69007,-0.93,0.484,4.67E-05,6.872984737,  ...
20231013102151_braN6,56.02019,32.49809,31.74891,0.74918,0.64,1.17059375,98.811,81.8826,7.44E-07,4.46E-06,1.29E-05,20.3193024,2.606511228,16.16213875,47.98751169,33.97981,-0.42,0.608,0.000165,7.092057664,  SOA
20231013102356_7EPfd,58.92113,70.50883,70.91944,-0.41061,0.32,-1.28315625,120.1485,100.9178,1.98E-08,5.47E-08,4.99E-07,22.6942208,0.692775157,1.40459373,8.275111767,31.07887,0.8,0.376,7.12E-06,6.351185863,  ...
20231013102407_39Kdp,50.36853,72.84245,72.51244,0.33001,0.36,0.916694444,115.6615,96.4338,3.57E-08,2.51E-07,1.16E-06,26.1044784,1.2257432,5.286258056,21.67295314,39.63147,-2.67,0.584,0.00012,6.665749008,  ...
20231013102433_PC7Ns,38.1423,23.45022,23.00973,0.44049,0.91,0.484054945,87.8213,76.5091,4.91E-06,2.38E-05,2.87E-05,20.9388543,12.96102195,65.76906442,78.43514988,51.8577,0.31,0.89,0.000244,7.621336133,  ...
20231013102644_xBpBJ,41.01412,58.1828,55.68217,2.50063,0.24,10.41929167,107.1816,100.0164,1.48E-07,3.44E-07,5.93E-07,13.3637208,2.610060694,5.005287692,7.799206231,48.98588,0.27,0.611,1.36E-05,7.073785734,  ...
20231013103050_0IV5z,59.41128,68.19129,65.86337,2.32792,0.3,7.759733333,113.1662,96.7656,5.29E-08,4.78E-07,1.09E-06,19.759011,1.27137271,7.092385438,15.08586237,30.58872,-2.35,0.733,0.000117,6.740604666,  ...
20231013103542_kPrFi,20.42573,42.54694,41.89469,0.65225,0.42,1.55297619,104.5957,98.4129,2.43E-07,5.37E-07,8.04E-07,17.5957698,3.929325,7.723517997,11.13605868,69.57427,0.92,0.657,2.30E-05,7.087046176,  ...
20231013103739_MF7eT,30.13313,65.06106,65.99644,-0.93538,0.62,-1.508677419,112.7513,93.4814,5.58E-08,8.36E-07,1.95E-06,40.9177928,2.061055063,19.57211756,46.97287751,59.86687,-2.46,0.755,0.000307,6.829791463,  ...
20231013103915_4rxJZ,61.17684,63.93863,62.18342,1.75521,0.22,7.978227273,106.7796,96.1787,1.59E-07,4.67E-07,1.21E-06,13.6803524,2.513211638,6.056999235,14.56496595,28.82316,-0.83,0.527,3.07E-05,7.143821861,  ...
20231013104011_R5EKb,24.7518,41.4607,41.86188,-0.40118,0.48,-0.835791667,103.688,95.5188,2.89E-07,7.50E-07,1.36E-06,20.0937024,3.578621002,8.554225744,15.65380315,65.2482,-0.08,0.602,6.48E-05,7.093422185,  OCO
20231013105208_YOOfH,36.24556,53.32372,52.39896,0.92476,0.32,2.889875,106.0751,96.2676,1.82E-07,8.00E-07,1.18E-06,16.7676672,2.902790249,10.45723338,15.1055324,53.75444,-0.5,0.784,4.00E-05,7.092619235,  ...
20231013105455_xp83t,42.83176,65.71069,65.5968,0.11389,0.28,0.40675,110.1823,97.3952,8.59E-08,2.24E-07,9.62E-07,18.367104,2.152571261,4.521960476,16.68607369,47.16824,-0.45,0.409,1.66E-05,6.962024484,  ...
20231013105503_hY5Zs,57.98624,57.08252,54.41879,2.66373,0.2,13.31865,107.5645,97.5617,1.38E-07,3.18E-07,9.34E-07,10.883758,1.855088896,3.499638671,8.958557739,32.01376,0.27,0.44,1.43E-05,6.965594884,  ACL
20231013110140_jcnvy,74.13741,61.72077,59.27832,2.44245,0.2,12.21225,102.6403,91.4933,3.50E-07,1.43E-06,2.73E-06,11.855664,4.115794128,14.89320487,28.03432431,15.86259,-0.57,0.666,2.01E-05,7.428180145,  ...
20231013110353_EQCMr,19.68324,55.46198,53.15663,2.30535,0.6,3.84225,102.5644,91.5366,3.57E-07,8.90E-07,2.71E-06,31.893978,9.613742158,21.39537462,64.07806384,70.31676,-0.7,0.43,6.65E-05,7.54894886,  ...
20231013110400_T2bAz,45.2773,30.62519,30.32754,0.29765,1.07,0.27817757,100.6249,79.0583,5.20E-07,5.13E-06,1.98E-05,32.4504678,1.949837336,19.65602229,80.19248713,44.7227,0.18,0.603,0.000225,6.905364854,  STA
20231013110519_smxut,29.33687,66.16352,64.89163,1.27189,0.4,3.179725,109.8375,97.85,9.14E-08,3.08E-07,8.80E-07,25.956652,3.183294807,8.172079411,20.83468015,60.66313,-0.3,0.545,3.30E-05,7.067294803,  ...
20231013110719_FCEAw,14.76636,20.23886,19.56285,0.67601,1.6,0.42250625,91.3926,84.0379,2.77E-06,5.00E-06,9.18E-06,31.30056,12.54770129,22.66165406,41.51885131,75.23364,2.22,0.486,9.67E-05,7.404288989,  ...
20231013110744_kGbT1,47.96853,28.14804,27.23507,0.91297,0.9,1.014411111,94.7583,78.249,1.54E-06,1.15E-05,2.24E-05,24.511563,4.54014431,36.1833494,70.54438597,42.03147,-0.22,0.737,0.000237,7.27676622,  OLP
20231013111213_nOmZY,52.17466,70.79961,68.61773,2.18188,0.54,4.040518519,121.2519,94.0223,1.78E-08,3.71E-07,1.77E-06,37.0535742,0.71094098,6.714674712,29.03957311,37.82534,-3.47,0.694,0.000494,6.326366208,  ...
20231013111236_zWnJ7,83.09066,64.63668,63.76126,0.87542,0.2,4.3771,109.1397,96.6146,1.03E-07,4.36E-07,1.10E-06,12.752252,1.649882406,5.24625717,12.38464676,6.90934,-1.12,0.61,3.24E-05,6.941279256,  ...
20231013111245_INwnj,65.06025,67.52892,65.75935,1.76957,0.2,8.84785,113.2776,100.8852,5.23E-08,2.11E-07,4.89E-07,13.15187,1.201432216,3.362088228,6.691625561,24.93975,-1.22,0.65,3.57E-05,6.713398778,  NUE
20231013111415_2F0Zq,37.75869,27.29342,26.55425,0.73917,0.83,0.890566265,100.0691,86.8016,5.77E-07,2.90E-06,5.90E-06,22.0400275,1.977729529,9.715365202,19.9571894,52.24131,1.25,0.676,6.78E-05,6.857691384,  ...
20231013111541_qgedr,74.54769,63.39207,61.07049,2.32158,0.21,11.05514286,108.9163,96.9217,1.07E-07,2.52E-07,1.04E-06,12.8248029,1.67822651,3.168907738,11.08814892,15.45231,-0.39,0.382,1.58E-05,6.943488477,  ...
20231013111603_52k70,23.4165,62.35169,61.2802,1.07149,0.49,2.186714286,105.1958,93.6186,2.13E-07,2.97E-07,1.89E-06,30.027298,6.728458006,8.719273758,49.37523296,66.5835,-0.15,0.15,2.80E-05,7.415326875,  ...
20231013111651_E5abq,78.50241,61.01751,59.69924,1.31827,0.23,5.731608696,108.907,95.9188,1.07E-07,5.45E-07,1.25E-06,13.7308252,1.538464709,5.753255687,12.43564121,11.49759,-1.45,0.662,5.75E-05,6.896626233,  ...
20231013111740_NxTPt,53.68769,68.85431,65.77651,3.0778,1.09,2.823669725,128.2451,74.4055,9.13E-09,2.49E-06,4.10E-05,71.6963959,0.40091254,38.89557072,710.8538488,36.31231,-3.98,0.672,0.00327,6.002023504,  TLY
20231013111741_lxmYW,61.0565,67.71062,65.31055,2.40007,0.27,8.889148148,112.8365,97.3917,5.59E-08,4.58E-07,9.47E-07,17.6338485,1.319459716,6.690958994,12.72278879,28.9435,-2.56,0.753,0.000121,6.753358202,  NUE
20231013111914_FNwDx,49.34263,68.85699,67.96232,0.89467,0.68,1.315691176,119.6793,86.9428,2.19E-08,2.65E-06,5.81E-06,46.2143776,0.809989335,45.77124752,103.2092486,40.65737,-2.61,0.856,0.00035,6.395009737,  TCA
20231013112054_PFkRd,75.87921,61.46771,60.81792,0.64979,0.21,3.094238095,104.0153,92.2816,2.68E-07,1.12E-06,2.37E-06,12.7717632,3.235299733,11.81844622,25.33437273,14.12079,-0.62,0.636,2.56E-05,7.30581413,  ...
20231013112831_UrKeP,40.13441,50.70283,48.68307,2.01976,0.2,10.0988,108.0119,101.5202,1.25E-07,2.57E-07,4.32E-07,9.736614,1.820154703,3.084862652,4.614088021,49.86559,0.36,0.588,1.71E-05,6.856487239,  ...
20231013112917_YH3vC,42.85972,68.87944,70.26764,-1.3882,0.4,-3.4705,113.3747,95.2581,5.15E-08,6.85E-07,1.41E-06,28.107056,1.659430167,13.59583023,27.97037684,47.14028,-2.46,0.787,0.000115,6.790390755,  ...
20231013113040_diqW6,21.917,55.13051,54.49933,0.63118,0.57,1.107333333,102.3944,90.9207,3.64E-07,1.29E-06,3.01E-06,31.0646181,8.800528803,28.44183117,67.30354626,68.083,0.07,0.58,3.92E-05,7.528030355,  ...
