Unique_trajectory,Elev,Vinit,Vavg,Vel_diff,Duration,Deceleration ,HtBeg,HtEnd,AtmDensBeg,AtmDensPeak,AtmDensEnd,TrailLength,EnergyRecBeg,EnergyRecPeak,EnergyRecEnd,ZenithAngle,AbsMag,F,Mass_kg,Kb,IAU_code
20230112104614_Y4NBQ,41.91326,43.87976,44.20735,-0.32759,0.25,-1.31036,93.3232,86.1138,1.96E-06,3.17E-06,6.68E-06,11.0518375,14.92780891,24.95800525,56.4470378,48.08674,0.7,0.375,1.23E-05,7.88657366,  ...
20230112104711_oTo3H,44.42371,69.45228,67.82545,1.62683,0.24,6.778458333,113.3713,102.1191,4.41E-08,1.74E-07,3.58E-07,16.278108,1.363782363,3.722249932,6.547361528,45.57629,-1.34,0.69,4.07E-05,6.726311725,  ...
20230112105147_23oJt,38.95811,65.24561,64.48243,0.76318,0.57,1.338912281,114.2834,93.0292,3.89E-08,4.24E-07,2.11E-06,36.7549851,1.20761128,7.769490993,36.90352026,51.04189,-1.36,0.612,0.000107,6.626609973,  ...
20230112105448_8HVnm,22.73985,71.51242,70.58716,0.92526,0.31,2.984709677,108.1924,99.6746,1.05E-07,1.83E-07,5.78E-07,21.8820196,4.965106941,7.542213239,19.87088754,67.26015,0.45,0.34,9.92E-06,7.263171808,  ...
20230112105504_o8a98,33.11807,67.14195,65.12795,2.014,0.29,6.944827586,110.3923,99.9966,7.16E-08,2.40E-07,5.41E-07,18.8871055,2.315621646,5.754048257,11.31407094,56.88193,0.04,0.616,1.79E-05,6.953904922,  ...
20230112105900_kgcxH,64.61076,62.8575,61.9229,0.9346,0.21,4.45047619,108.3966,96.9834,1.02E-07,4.85E-07,9.65E-07,13.003809,1.596031684,5.714307927,10.79557684,25.38924,-1.43,0.695,4.63E-05,6.924852601,  ...
20230112105922_mp3O6,44.17536,57.40352,56.09946,1.30406,0.26,5.015615385,109.2384,99.3728,8.72E-08,3.65E-07,6.10E-07,14.5858596,1.539435793,4.746095343,7.354914493,45.82464,0.76,0.744,1.10E-05,6.816350171,  ...
20230112110101_rWT9Q,73.99155,49.3796,48.68696,0.69264,0.3,2.3088,104.3405,90.4581,2.24E-07,2.12E-06,3.27E-06,14.606088,1.722038914,14.09059414,21.97537025,16.00845,-0.15,0.823,2.97E-05,6.992963047,  ...
20230112110408_S3qnq,42.54576,23.01808,22.46209,0.55599,1.31,0.424419847,94.5125,74.6514,1.56E-06,6.91E-06,3.66E-05,29.4253379,3.222859307,15.39555466,89.81864649,47.45424,0.29,0.44,0.00039,7.081930919,  ...
20230112110713_bFu0D,79.92528,58.96497,57.88616,1.07881,0.39,2.766179487,112.5851,90.6919,5.05E-08,6.65E-07,3.16E-06,22.5756024,0.762627061,6.095222434,29.29727484,10.07472,-2.1,0.617,0.00014,6.532809503,  ...
20230112110804_sLluv,35.90925,66.22268,64.31898,1.9037,0.21,9.065238095,109.7829,102.437,8.05E-08,1.57E-07,3.29E-07,13.5069858,2.275342401,3.702069656,6.643860655,54.09075,-0.22,0.491,1.22E-05,6.974428596,  ECV
20230112111120_nT20h,26.3452,19.71741,18.36075,1.35666,1.4,0.969042857,95.0502,83.8812,1.38E-06,3.54E-06,9.13E-06,25.70505,3.215228899,8.022295226,20.73785669,63.6548,-0.12,0.475,0.000817,6.954494672,  ...
20230112111414_uWBxi,64.77642,59.28405,57.22873,2.05532,0.32,6.422875,101.7,86.1825,3.79E-07,3.66E-06,6.33E-06,18.3131936,4.150466532,38.20505086,66.56295983,25.22358,-1.11,0.784,6.24E-05,7.432774183,  ...
20230112111814_v2ev5,22.7283,66.43714,65.70321,0.73393,0.28,2.621178571,108.4333,101.3784,1.02E-07,2.93E-07,4.06E-07,18.3968988,4.176076635,9.642037882,12.67326615,67.2717,0.54,0.77,8.60E-06,7.172746269,  ...
20230112112115_uRP39,43.98656,54.85028,53.68463,1.16565,0.37,3.150405405,102.3354,90.4818,3.35E-07,1.41E-06,3.11E-06,19.8633131,4.152189985,15.93976293,35.63379122,46.01344,0.82,0.624,1.40E-05,7.351814903,  ...
20230112112603_N5Zuo,48.83188,52.74492,51.67002,1.0749,0.4,2.68725,103.7225,88.2376,2.56E-07,1.50E-06,4.66E-06,20.668008,2.81001516,14.35582623,46.66200726,41.16812,-1.15,0.58,9.98E-05,7.17579021,  ...
20230112113409_gUpuw,76.49574,61.29032,60.37552,0.9148,0.3,3.049333333,108.0434,92.2048,1.11E-07,1.23E-06,2.33E-06,18.112656,1.497718303,12.35482975,23.67211328,13.50426,-1.54,0.776,6.04E-05,6.918625038,  ...
20230112113516_C1pac,33.00685,43.69734,43.21316,0.48418,0.34,1.424058824,104.447,96.1967,2.21E-07,7.60E-07,1.10E-06,14.6924744,2.367834984,7.124003504,10.10616944,56.99315,0.12,0.764,3.74E-05,6.977614524,  ...
20230112114128_k2Z23,56.08646,62.55982,60.21378,2.34604,0.25,9.38416,111.2084,98.8124,6.43E-08,2.91E-07,6.73E-07,15.053445,1.196571717,3.876026721,7.970401456,33.91354,-0.81,0.657,3.38E-05,6.739429457,  ...
20230112114133_kY1Zy,42.79739,72.90958,70.55113,2.35845,0.24,9.826875,110.9447,99.8783,6.73E-08,2.41E-07,5.45E-07,16.9322712,2.050519272,5.502279885,10.97068784,47.20261,-0.37,0.626,1.47E-05,6.968635622,  ...
20230112114240_0lt1q,54.65506,41.13481,41.27423,-0.13942,0.48,-0.290458333,98.3152,83.658,7.44E-07,3.03E-06,9.40E-06,19.8116304,4.15049968,17.42372657,58.77181073,35.34494,-0.09,0.526,7.87E-05,7.351586069,  ...
20230112114605_iVMaa,29.44058,43.33044,41.82113,1.50931,0.37,4.079216216,92.9901,85.5619,1.97E-06,3.65E-06,6.82E-06,15.4738181,20.43580902,37.90446961,71.26270226,60.55942,-0.56,0.485,7.47E-05,7.940194724,  ...
20230112114647_kzqdE,68.29101,42.56169,41.50471,1.05698,0.36,2.936055556,97.3975,83.5248,8.77E-07,4.92E-06,9.41E-06,14.9416956,4.607423119,26.88161886,52.3612026,21.70899,0.57,0.708,1.98E-05,7.431543226,  ...
20230112114704_Lf3hR,78.3283,47.68008,46.26024,1.41984,0.32,4.437,91.2077,80.7284,2.66E-06,4.59E-06,1.43E-05,14.8032768,17.10939081,29.61411271,96.94320428,11.6717,-1.17,0.31,0.000104,8.025040879,  ...
20230112114816_zyeC3,58.29055,54.98511,53.40597,1.57914,0.42,3.759857143,107.7079,89.0961,1.19E-07,5.02E-07,3.83E-06,22.4305074,1.452007562,4.794205307,36.26994611,31.70945,-0.82,0.398,7.00E-05,6.862609866,  ...
20230112114847_2YPaa,42.89677,68.95026,68.84274,0.10752,0.48,0.224,116.4553,96.2542,2.87E-08,2.59E-07,1.10E-06,33.0445152,0.975463578,5.380525038,20.49639159,47.10323,-2.08,0.633,0.000137,6.5374912,  ECV
20230112114851_uBDW0,41.26269,69.99704,68.66431,1.33273,0.58,2.297810345,121.2073,94.7772,1.53E-08,4.81E-07,1.43E-06,39.8252998,0.66106542,9.738516402,27.55773322,48.73731,-2.35,0.783,0.000181,6.286495791,  ECV
20230112115110_16lV6,24.15529,60.74757,58.72071,2.02686,0.28,7.238785714,109.9054,103.4391,8.05E-08,2.04E-07,2.70E-07,16.4417988,2.705911608,5.499824756,6.742593318,65.84471,0.09,0.777,1.29E-05,6.958465338,  ...
20230112115147_oAeFg,59.89161,48.7342,48.25329,0.48091,0.36,1.335861111,99.0556,85.827,6.41E-07,1.80E-06,6.59E-06,17.3711844,4.779189111,13.21076083,51.84561217,30.10839,-0.55,0.417,6.29E-05,7.457765452,  ...
20230112115200_DarI3,51.59651,61.60998,61.11782,0.49216,0.2,2.4608,110.9503,101.4607,6.73E-08,1.58E-07,3.97E-07,12.223564,1.26672162,2.455611511,5.365737524,38.40349,-0.64,0.499,2.09E-05,6.754981058,  ...
20230112115928_BUIVJ,69.72891,43.21522,42.42469,0.79053,0.37,2.136567568,96.6404,82.888,1.00E-06,6.55E-06,1.02E-05,15.6971353,5.398461689,37.59415907,59.49279557,20.27109,-1.29,0.793,0.000129,7.504321768,  ...
20230112120114_ebdqk,27.52428,70.83596,70.24933,0.58663,0.54,1.086351852,117.2712,101.1435,2.54E-08,1.43E-07,4.23E-07,37.9346382,1.380838859,5.068603313,12.7558634,62.47572,-1.3,0.651,7.56E-05,6.597508131,  ...
20230112120201_U7zAj,31.227,44.56454,43.87403,0.69051,0.41,1.684170732,93.4531,84.1525,1.77E-06,2.71E-06,8.30E-06,17.9883523,18.60413457,28.55262035,92.14957353,58.773,-0.35,0.264,5.41E-05,7.912820856,  ...
20230112120344_AXHem,70.45083,64.44827,58.58854,5.85973,0.2,29.29865,110.3611,98.6134,7.49E-08,3.82E-07,6.92E-07,11.717708,1.246882606,4.36789783,6.882478237,19.54917,-0.32,0.739,1.61E-05,6.810433356,  ...
20230112120415_lhPIa,42.71876,68.49232,63.7484,4.74392,0.21,22.59009524,103.0425,94.437,2.92E-07,4.18E-07,1.48E-06,13.387164,5.949348202,7.625082566,24.25106248,47.28124,-0.31,0.214,1.75E-05,7.539260459,  ...
20230112120550_kpH0I,53.29225,55.61753,55.27024,0.34729,0.25,1.38916,107.2545,96.7949,1.31E-07,3.83E-07,9.67E-07,13.81756,1.689342262,4.190936962,10.0224477,36.70775,-0.32,0.536,2.50E-05,6.928054298,  ...
20230112120700_Yi4mm,62.12773,59.2289,57.65064,1.57826,0.24,6.576083333,100.754,88.5736,4.56E-07,1.71E-06,4.04E-06,13.8361536,5.085571776,18.18829019,43.53839488,27.87227,-1.14,0.586,4.85E-05,7.516759761,  ...
20230112120742_d9Q2F,30.34277,18.62699,18.40735,0.21964,1.03,0.213242718,94.3097,84.7458,1.52E-06,5.18E-06,7.61E-06,18.9595705,2.856382578,10.17661934,15.12603849,59.65723,0.98,0.75,0.000244,6.906616584,  ...
20230112121217_nA2lL,59.93739,32.18398,32.16804,0.01594,0.24,0.066416667,90.7008,84.0903,2.82E-06,4.73E-06,8.33E-06,7.7203296,9.493589958,16.36887587,29.73933484,30.06261,0.95,0.47,1.49E-05,7.650550008,  ...
20230112121349_2sSrP,10.76779,47.35954,46.68274,0.6768,0.58,1.166896552,105.335,100.4329,1.88E-07,3.04E-07,4.86E-07,27.0759892,7.076316794,10.52022884,15.83657507,79.23221,-1.59,0.507,0.000169,7.226745111,  BPX
20230112121650_pP2uj,43.56129,46.31926,45.35871,0.96055,0.32,3.00171875,96.8052,86.5511,9.56E-07,2.13E-06,5.56E-06,14.5147872,8.14725043,18.12107819,48.62729449,46.43871,-0.1,0.44,4.03E-05,7.625624538,  ...
20230112121703_rYkUq,73.06091,62.75225,60.92381,1.82844,0.32,5.713875,110.9763,94.228,6.77E-08,6.12E-07,1.53E-06,19.4956192,1.070966824,6.764470042,16.30021957,16.93909,-1.83,0.703,8.04E-05,6.734487446,  FEV
20230112121727_uLVQ1,44.5236,36.25755,35.88318,0.37437,0.36,1.039916667,96.871,87.7749,9.50E-07,2.31E-06,4.62E-06,12.9179448,4.856816483,11.93147923,24.45532844,45.4764,0.65,0.548,3.06E-05,7.353345646,  ...
20230112121835_cLZYM,30.5167,71.42239,70.37704,1.04535,0.41,2.549634146,114.5893,100.102,3.76E-08,3.56E-07,5.16E-07,28.8545864,1.688063409,10.13893722,14.04577409,59.4833,-0.68,0.867,3.47E-05,6.757208388,  ...
20230112121951_4n0ww,68.97357,54.52686,54.25698,0.26988,0.36,0.749666667,107.0118,88.862,1.38E-07,1.28E-06,3.80E-06,19.5325128,1.448343386,11.17665371,34.41090053,21.02643,-1.42,0.652,9.72E-05,6.895886503,  ...
20230112122836_Xnyhl,57.38889,33.55386,32.69642,0.85744,0.48,1.786333333,100.2194,87.467,5.04E-07,1.53E-06,4.80E-06,15.6942816,1.884194179,5.492914004,17.6850096,32.61111,1.35,0.472,3.19E-05,6.953983628,  ...
20230112122954_TPk3z,40.36992,72.80406,72.46246,0.3416,0.45,0.759111111,116.8497,96.8156,2.67E-08,4.06E-07,9.50E-07,32.608107,1.076878953,9.409373791,21.10643023,49.63008,-1.82,0.775,7.95E-05,6.576622694,  PIH
20230112123211_6bZs4,22.9642,63.40518,63.08515,0.32003,0.49,0.653122449,112.0523,100.903,5.65E-08,9.48E-08,4.42E-07,30.9117235,2.331986072,3.453768024,12.73390767,67.0358,0.76,0.269,1.46E-05,6.862047552,  ...
20230112123336_nZE4X,31.46581,66.43939,65.26868,1.17071,0.49,2.389204082,115.6155,99.1188,3.19E-08,1.72E-07,6.15E-07,31.9816532,1.255927355,4.525543372,13.95152769,58.53419,-1.29,0.594,8.45E-05,6.600388996,  ...
20230112123553_fPqBH,42.6279,66.91559,66.84029,0.0753,0.32,0.2353125,109.8622,97.5273,8.25E-08,3.04E-07,8.36E-07,21.3888928,1.993194951,5.891441347,15.1638143,47.3721,-1.37,0.568,5.53E-05,6.965085457,  DSV
20230112123713_WJT0H,73.61209,63.01676,62.96863,0.04813,0.24,0.200541667,109.3258,97.1324,9.02E-08,3.64E-07,8.91E-07,15.1124712,1.337899864,4.33836904,10.12827823,16.38791,-0.48,0.611,1.74E-05,6.863065066,  FEV
20230112123855_18TG3,43.26359,59.16,59.39917,-0.23917,0.2,-1.19585,105.3859,97.316,1.87E-07,3.30E-07,8.66E-07,11.879834,2.986353949,4.922660862,12.24997476,46.73641,1.04,0.37,4.66E-06,7.18326294,  ...
20230112123952_isG37,61.32041,48.55009,48.61289,-0.0628,0.22,-0.285454545,104.3611,95.8446,2.27E-07,8.32E-07,1.13E-06,10.6948358,1.856611545,6.158241175,8.381428545,28.67959,0.69,0.802,1.24E-05,7.000404509,  BBO
20230112124032_K0Wjg,56.67729,62.36111,58.63773,3.72338,0.36,10.34272222,110.606,94.888,7.19E-08,3.49E-07,1.33E-06,21.1095828,1.259912526,4.420007641,15.09477034,33.32271,-0.93,0.542,4.37E-05,6.783097265,  ...
20230112124425_43bsq,68.61021,65.04738,63.62591,1.42147,0.24,5.922791667,109.077,97.7889,9.44E-08,2.86E-07,7.87E-07,15.2702184,1.517689343,3.757837732,9.450747202,21.38979,-0.53,0.527,1.50E-05,6.923720624,  ...
20230112124619_dh1wn,44.38356,64.02444,62.29048,1.73396,0.28,6.192714286,108.8505,97.0749,9.83E-08,6.87E-07,9.01E-07,17.4413344,2.027032175,10.82734873,13.74774945,45.61644,-0.06,0.875,1.82E-05,6.985821706,  ...
20230112124918_2vEER,25.26052,64.61586,62.43897,2.17689,0.64,3.401390625,112.5461,95.4836,5.20E-08,5.39E-07,1.20E-06,39.9609408,2.075476556,14.24248531,30.23616601,64.73948,-1.35,0.745,0.000121,6.826591119,  JBC
20230112124951_RQIlR,36.01222,72.89652,70.96361,1.93291,0.29,6.665206897,111.7994,100.279,5.90E-08,2.49E-07,4.97E-07,20.5794469,2.0994152,6.575374102,11.95471179,53.98778,-0.15,0.687,1.54E-05,6.943083136,  PIH
20230112125227_hQnC1,51.95162,57.41907,56.12176,1.29731,0.33,3.931242424,105.8745,94.6679,1.70E-07,7.53E-07,1.38E-06,18.5201808,2.255705121,8.51326582,15.28133612,38.04838,-0.63,0.701,3.96E-05,7.079122637,  ...
20230112125237_6H6od,65.28983,62.00871,59.62829,2.38042,0.24,9.918416667,113.1353,99.9866,4.71E-08,1.76E-07,5.22E-07,14.3107896,0.832145399,2.259895532,5.722245557,24.71017,0.27,0.566,1.09E-05,6.574903014,  ...
20230112125346_0RPed,31.7401,66.8202,65.53376,1.28644,0.29,4.436,112.9251,103.2787,4.87E-08,1.69E-07,2.78E-07,19.0047904,1.707694618,4.465858571,6.722085809,58.2599,1.29,0.728,5.05E-06,6.788942915,  ...
20230112125530_tHQXb,40.4109,72.5217,66.25424,6.26746,0.21,29.84504762,105.5026,96.5709,1.83E-07,2.49E-07,9.86E-07,13.9133904,4.652793851,5.546814665,18.41558663,49.5891,0.85,0.181,6.37E-06,7.407653178,  ...
20230112125716_vRDXb,32.4011,66.91583,65.7669,1.14893,0.32,3.59040625,109.699,98.3629,8.43E-08,5.57E-07,7.05E-07,21.045408,2.554440971,12.78707628,15.76543962,57.5989,0.09,0.889,1.72E-05,7.025290362,  ...
20230112130213_h3Hq3,73.37344,38.36501,36.38795,1.97706,0.24,8.23775,90.0017,81.6511,3.05E-06,4.21E-06,1.18E-05,8.733108,13.45948227,17.87378979,49.68031931,16.62656,1.6,0.232,9.32E-06,7.854002647,  ...
20230112130226_qCkM1,58.72974,35.3088,35.33241,-0.02361,0.52,-0.045403846,101.339,85.8292,4.05E-07,1.32E-06,6.03E-06,18.3728532,1.683874267,5.342765033,26.198931,31.27026,1.45,0.414,2.80E-05,6.911155628,  ...
20230112130531_4aS2h,61.14732,40.78216,39.83672,0.94544,0.32,2.9545,95.109,85.5285,1.26E-06,2.19E-06,6.32E-06,12.7477504,6.647687193,11.49035759,33.94573449,28.85268,-0.84,0.333,9.16E-05,7.556219072,  ...
20230112130621_8phNS,44.06937,71.05755,69.69198,1.36557,0.33,4.138090909,114.7617,98.7179,3.61E-08,1.98E-07,6.57E-07,22.9983534,1.175952818,4.369417261,12.74829647,45.93063,-1.14,0.606,4.07E-05,6.664917662,  ...
20230112131012_SgxBG,63.35533,38.91585,37.22774,1.68811,0.36,4.689194444,94.0713,82.3263,1.52E-06,3.53E-06,1.05E-05,13.4019864,7.196081437,16.61110329,49.40260349,26.64467,0.1,0.426,4.55E-05,7.581975761,  ...
20230112131034_SiRJf,39.65506,72.51533,71.3928,1.12253,0.32,3.50790625,114.8239,100.2505,3.54E-08,2.63E-07,4.92E-07,22.845696,1.317419874,6.347284425,11.04716022,50.34494,0.58,0.775,8.51E-06,6.698212133,  PIH
20230112131542_2ar3s,50.67699,58.26213,57.0104,1.25173,0.36,3.477027778,106.5526,92.4874,1.48E-07,8.10E-07,1.97E-06,20.523744,2.09283875,9.622699177,23.31568612,39.32301,-0.5,0.642,4.49E-05,7.038202693,  ...
20230112131629_pfvT1,34.89907,70.38899,67.27171,3.11728,0.21,14.84419048,107.1884,99.2623,1.33E-07,3.36E-07,5.98E-07,14.1270591,3.800187992,8.05613292,13.18145797,55.10093,0.44,0.616,7.67E-06,7.264908886,  KCR
20230112132258_4DtbY,36.77889,63.8601,61.09313,2.76697,0.26,10.64219231,107.4408,98.8589,1.26E-07,4.88E-07,6.42E-07,15.8842138,2.853669713,8.927759115,11.10908178,53.22111,0.51,0.829,8.05E-06,7.12625339,  ...
20230112132414_OZPO9,61.25378,68.30435,65.69414,2.61021,0.25,10.44084,103.1098,89.0363,2.87E-07,2.73E-06,3.53E-06,16.423535,4.489710163,40.09979924,50.51627518,28.74622,-0.65,0.889,2.22E-05,7.472299071,  ...
20230112132424_ToJI0,67.26097,61.09355,60.02021,1.07334,0.29,3.701172414,110.7665,96.2488,6.97E-08,2.74E-07,1.03E-06,17.4058609,1.061667232,3.22482193,11.1731713,22.73903,-0.58,0.511,3.11E-05,6.725937203,  FEV
20230112132444_muxnG,40.71098,69.11736,66.52323,2.59413,0.2,12.97065,109.1547,100.4658,9.23E-08,2.41E-07,4.73E-07,13.304646,2.388656355,5.103793384,9.043427296,49.28902,1.11,0.593,4.09E-06,7.057030978,  ...
20230112132522_Rdqt7,33.23418,46.96784,46.2996,0.66824,0.48,1.392166667,105.1329,92.367,1.94E-07,9.26E-07,2.02E-06,22.223808,2.415239743,10.16400247,22.32834452,56.76582,0.08,0.65,5.81E-05,6.998207881,  ...
20230112132913_m9WPx,66.7094,50.07777,49.2962,0.78157,0.44,1.776295455,106.1539,90.1811,1.60E-07,1.38E-06,2.91E-06,21.690328,1.39232028,10.3197341,22.19487732,23.2906,-0.22,0.723,5.60E-05,6.872914327,  BBO
20230112132931_n52vt,40.13644,60.72305,57.93649,2.78656,0.28,9.952,107.2796,96.9768,1.30E-07,4.01E-07,9.03E-07,16.2222172,2.452524872,6.236491127,12.9996415,49.86356,0.62,0.577,1.06E-05,7.067388478,  ...
20230112132933_IWUQU,67.76245,64.7699,64.64316,0.12674,0.4,0.31685,118.581,94.737,2.02E-08,2.51E-07,1.34E-06,25.857264,0.493920692,3.396831046,16.82654951,22.23755,-2.6,0.621,0.000255,6.250397859,  ...
20230112133229_6mLHZ,44.89907,67.24158,65.78537,1.45621,0.24,6.067541667,109.3438,98.0568,8.88E-08,2.61E-07,7.39E-07,15.7884888,2.024440005,4.852608788,12.54422025,45.10093,-0.42,0.511,1.82E-05,6.993187097,  ...
20230112133457_YZjrW,22.02701,67.2511,65.48464,1.76646,0.63,2.803904762,112.9896,97.5536,4.74E-08,3.39E-07,8.10E-07,41.2553232,2.371538317,11.5133125,25.6258828,67.97299,-1.27,0.699,7.73E-05,6.857701196,  JBC
20230112134524_Hv7Zx,21.22027,65.48496,64.68065,0.80431,0.44,1.827977273,103.2685,93.18,2.76E-07,1.14E-06,1.75E-06,28.459486,9.609892864,37.05340159,56.90434339,68.77973,-0.76,0.756,5.47E-05,7.601503762,  ...
20230113013401_nwP59,48.27161,19.55419,19.25993,0.29426,1.44,0.204347222,91.4544,71.1694,2.50E-06,1.99E-05,5.88E-05,27.7342992,3.614996665,31.8445654,94.86563712,41.72839,-1.74,0.648,0.00362,7.090287358,  ...
20230113014245_HDpvP,45.71312,14.98722,13.67724,1.30998,1.04,1.259596154,89.7118,79.5591,3.30E-06,6.90E-06,1.67E-05,14.2243296,2.952477012,5.906805717,13.51858445,44.28688,1.14,0.448,0.000331,6.930559987,  ...
20230113015127_oSNUo,43.00442,16.85966,15.34681,1.51285,0.64,2.363828125,79.1933,72.712,1.75E-05,2.65E-05,4.74E-05,9.8219584,22.77427441,31.84340932,52.37802961,46.99558,1.83,0.415,9.10E-05,7.793240836,  ...
20230113020424_8Es5X,41.1826,18.0312,17.5388,0.4924,2.18,0.22587156,85.5118,61.3954,6.47E-06,1.88E-05,0.000240531,38.234584,9.56474644,28.29811106,389.014466,48.8174,0.92,0.283,0.000681,7.441833448,  ...
20230113021232_m1mcq,37.91416,18.7368,17.85042,0.88638,1.01,0.87760396,91.3275,80.2571,2.52E-06,8.43E-06,1.48E-05,18.0289242,4.040962797,13.9150349,23.76274181,52.08584,1.64,0.677,0.000163,7.088496169,  ...
20230113021943_InDMz,55.93607,15.37457,14.69138,0.68319,0.72,0.948875,80.8701,72.3376,1.34E-05,3.92E-05,5.04E-05,10.5777936,11.83535713,33.95601255,41.84128831,34.06393,1.91,0.809,0.000102,7.536126558,  ...
20230113022226_b9fPz,22.64385,26.79146,25.59974,1.19172,0.64,1.8620625,87.2651,81.6637,4.88E-06,6.72E-06,1.19E-05,16.3838336,26.67375556,35.75236318,62.05425857,67.35615,1.46,0.356,4.73E-05,7.865473779,  ...
20230113024233_Z0Kz3,19.48014,29.82751,30.29054,-0.46303,0.32,-1.44696875,90.4762,87.6693,2.89E-06,3.04E-06,4.56E-06,9.6929728,21.96160315,23.50801458,36.87653207,70.51986,1.67,0.106,2.07E-05,7.786650531,  SCC
20230113024403_sZoMu,62.30192,16.31678,15.88398,0.4328,1.21,0.35768595,84.73,67.7241,7.31E-06,2.81E-05,0.000100978,19.2196158,6.604970328,25.87815342,93.6423203,27.69808,0.66,0.505,0.000378,7.321926613,  ...
20230113024736_Buov3,75.15195,15.45377,14.71061,0.74316,1.97,0.377238579,92.6594,64.7427,2.02E-06,4.31E-05,0.000154152,28.9799017,1.375076378,32.27589199,115.3027819,14.84805,-0.46,0.691,0.003,6.684505742,  ...
20230113025429_Ug1K3,56.38568,16.88483,16.98634,-0.10151,0.56,-0.181267857,88.2114,80.2057,4.19E-06,8.92E-06,1.50E-05,9.5123504,4.169267082,9.316555607,16.02421118,33.61432,0.99,0.59,0.000102,7.130640356,  ...
20230113025646_Z7ODf,35.26026,22.03906,21.46535,0.57371,2.64,0.217314394,91.2323,58.8267,2.55E-06,0.000195635,0.000341192,56.668524,6.029962603,544.6005122,970.6859236,54.73974,-2.31,0.87,0.00444,7.284002787,  ...
20230113025722_VUYNX,61.26413,12.17399,11.99558,0.17841,0.44,0.405477273,72.7455,68.0326,4.74E-05,6.34E-05,9.62E-05,5.2780552,25.49915735,33.8504465,51.34809988,28.73587,1.15,0.406,0.000264,7.817741229,  ...
20230113030204_HJSjG,63.22903,17.98725,14.6026,3.38465,1.5,2.256433333,85.1214,66.4504,6.87E-06,1.79E-05,0.000119758,21.9039,7.490311735,16.61746944,94.33888112,26.77097,0.76,0.327,0.000493,7.399100162,  ...
20230113031650_o29PL,42.97094,26.45679,25.90523,0.55156,0.59,0.934847458,94.2948,83.7532,1.53E-06,3.15E-06,8.54E-06,15.2840857,4.267953971,9.059343828,25.5851823,47.02906,1.79,0.408,3.55E-05,7.22388914,  ...
20230113031825_y30JF,20.5968,35.5352,34.98708,0.54812,1.17,0.468478632,101.7055,88.3034,3.81E-07,2.52E-06,4.14E-06,40.9348836,3.787242057,25.09553892,42.13919868,69.4032,-0.05,0.772,0.000207,7.083991263,  FPL
20230113032120_qi8SN,40.61288,15.48582,14.75239,0.73343,1.4,0.523878571,81.0057,67.8506,1.32E-05,5.82E-05,9.70E-05,20.653346,15.06488563,65.9740682,106.4228906,49.38712,0.75,0.738,0.000486,7.58704131,  ...
20230113035802_gZ6Ao,44.9119,20.51844,19.44966,1.06878,0.52,2.055346154,95.5909,88.5185,1.23E-06,1.91E-06,4.06E-06,10.1138232,1.976891281,2.977984203,6.334469338,45.0881,0.33,0.355,0.000208,6.846937167,  ...
20230113035952_ADUQq,44.31121,24.76434,24.39451,0.36983,1.29,0.286689922,87.214,65.2511,5.02E-06,6.54E-05,0.000140287,31.4689179,13.0102973,183.8783516,400.8615276,45.68879,-1.66,0.76,0.00177,7.662971708,  ...
20230113040700_RsEBf,55.3658,18.69907,18.65847,0.0406,0.32,0.126875,77.5922,72.6692,2.26E-05,3.35E-05,4.76E-05,5.9707104,30.58136652,45.78777377,65.25029206,34.6342,-0.02,0.53,0.000183,7.975906017,  ...
20230113040715_qPPIA,39.29387,22.44482,21.31669,1.12813,0.6,1.880216667,93.0469,85.5393,1.95E-06,3.38E-06,6.64E-06,12.790014,4.255390293,7.305694577,14.27307089,50.70613,1.36,0.439,8.05E-05,7.167423318,  ...
20230113040752_Ma6Qx,59.61125,19.01418,19.01237,0.00181,0.32,0.00565625,79.5003,74.5198,1.68E-05,2.84E-05,3.58E-05,6.0839584,22.13502198,38.06386967,48.25936713,30.38875,-0.01,0.693,0.000197,7.854472829,  ...
20230113040759_TQ0Oc,44.64434,26.40622,25.93555,0.47067,1.05,0.448257143,97.3298,78.2355,9.08E-07,4.04E-06,2.07E-05,27.2323275,2.390011275,11.39038764,62.63055605,45.35566,-0.1,0.453,0.000294,6.988909914,  ...
20230113041616_5mSwu,40.6291,18.73831,17.05068,1.68763,0.97,1.739824742,79.9682,70.3302,1.58E-05,2.59E-05,6.79E-05,16.5391596,26.6376731,40.68579691,98.82893795,49.3709,1.05,0.339,0.000192,7.872418249,  ...
20230113042914_Gq7To,50.4639,19.97527,19.62026,0.35501,0.56,0.633946429,83.9633,75.5579,8.57E-06,1.81E-05,3.08E-05,10.9873456,13.48940712,29.1208907,49.57866863,39.5361,1.58,0.581,8.87E-05,7.640466478,  ...
20230113042944_NQ0k7,56.80572,18.88835,18.55045,0.3379,0.48,0.703958333,83.2902,75.9557,9.59E-06,1.62E-05,2.93E-05,8.904216,12.50289576,21.33242204,38.7342773,33.19428,1.29,0.466,9.45E-05,7.610857482,  ...
20230113042955_q7Cp2,27.27205,38.90297,38.52716,0.37581,0.76,0.494486842,95.9341,83.1576,1.18E-06,3.49E-06,9.70E-06,29.2806416,10.43720073,32.66777321,96.38130172,62.72795,-0.51,0.495,0.000162,7.616961801,  ...
